Vd Vg Vs Vb Lg Ids qd  
0.67 0.686868686869 0 0 1e-06 8.90142262544e-06 -0.000226235017201
0.78 0.686868686869 0 0 1e-06 8.90144637476e-06 -3.23865765954e-06
0.89 0.686868686869 0 0 1e-06 8.90144671469e-06 -4.63314061897e-08
1.0 0.686868686869 0 0 1e-06 8.90144671956e-06 -6.62798539783e-10
0.01 0.707070707071 0 0 1e-06 4.90665801141e-07 -11.8621967373
0.12 0.707070707071 0 0 1e-06 4.98253438709e-06 -8.27117628398
0.23 0.707070707071 0 0 1e-06 7.87891073744e-06 -4.95111043346
0.34 0.707070707071 0 0 1e-06 9.34794888113e-06 -2.1903105795
0.45 0.707070707071 0 0 1e-06 9.80057988533e-06 -0.54968463328
0.56 0.707070707071 0 0 1e-06 9.87495780574e-06 -0.0315092272854
0.67 0.707070707071 0 0 1e-06 9.87832462644e-06 -0.000493121878323
0.78 0.707070707071 0 0 1e-06 9.87837640044e-06 -7.06496333129e-06
0.89 0.707070707071 0 0 1e-06 9.878377142e-06 -1.0107075646e-07
1.0 0.707070707071 0 0 1e-06 9.87837715261e-06 -1.44587775994e-09
0.01 0.727272727273 0 0 1e-06 5.18858579666e-07 -12.5404591905
0.12 0.727272727273 0 0 1e-06 5.31410351007e-06 -8.91520954538
0.23 0.727272727273 0 0 1e-06 8.49464306027e-06 -5.531183433
0.34 0.727272727273 0 0 1e-06 1.02054860159e-05 -2.63173463126
0.45 0.727272727273 0 0 1e-06 1.07961709285e-05 -0.752113116769
0.56 0.727272727273 0 0 1e-06 1.09052169327e-05 -0.0629298355277
0.67 0.727272727273 0 0 1e-06 1.09120589565e-05 -0.00107383068107
0.78 0.727272727273 0 0 1e-06 1.09121717378e-05 -1.54116340261e-05
0.89 0.727272727273 0 0 1e-06 1.09121733555e-05 -2.20483224046e-07
1.0 0.727272727273 0 0 1e-06 1.09121733786e-05 -3.15414469283e-09
0.01 0.747474747475 0 0 1e-06 5.47215415597e-07 -13.2232902862
0.12 0.747474747475 0 0 1e-06 5.6482508114e-06 -9.56704828435
0.23 0.747474747475 0 0 1e-06 9.11752902729e-06 -6.12666502683
0.34 0.747474747475 0 0 1e-06 1.10811497483e-05 -3.10771553644
0.45 0.747474747475 0 0 1e-06 1.18344087942e-05 -0.996110359076
0.56 0.747474747475 0 0 1e-06 1.1989734158e-05 -0.117821648637
0.67 0.747474747475 0 0 1e-06 1.20029253918e-05 -0.00233364236231
0.78 0.747474747475 0 0 1e-06 1.20031706639e-05 -3.36181797006e-05
0.89 0.747474747475 0 0 1e-06 1.20031741926e-05 -4.80978413428e-07
1.0 0.747474747475 0 0 1e-06 1.20031742431e-05 -6.88068453572e-09
0.01 0.767676767677 0 0 1e-06 5.75723100967e-07 -13.9103130566
0.12 0.767676767677 0 0 1e-06 5.98473800179e-06 -10.2258941283
0.23 0.767676767677 0 0 1e-06 9.74675912334e-06 -6.73557733513
0.34 0.767676767677 0 0 1e-06 1.19723453458e-05 -3.61354694653
0.45 0.767676767677 0 0 1e-06 1.29107915072e-05 -1.28606968283
0.56 0.767676767677 0 0 1e-06 1.312743194e-05 -0.202960182562
0.67 0.767676767677 0 0 1e-06 1.31511516457e-05 -0.00504973657115
0.78 0.767676767677 0 0 1e-06 1.31516832098e-05 -7.33281678625e-05
0.89 0.767676767677 0 0 1e-06 1.31516909068e-05 -1.04923846058e-06
1.0 0.767676767677 0 0 1e-06 1.31516910169e-05 -1.50100341902e-08
0.01 0.787878787879 0 0 1e-06 6.04369968566e-07 -14.6011939642
0.12 0.787878787879 0 0 1e-06 6.32335871157e-06 -10.8910594723
0.23 0.787878787879 0 0 1e-06 1.03816548273e-05 -7.35626340516
0.34 0.787878787879 0 0 1e-06 1.28769471475e-05 -4.14502658887
0.45 0.787878787879 0 0 1e-06 1.40204530284e-05 -1.62340461372
0.56 0.787878787879 0 0 1e-06 1.4317256931e-05 -0.320791737059
0.67 0.787878787879 0 0 1e-06 1.43568497608e-05 -0.0108306954125
0.78 0.787878787879 0 0 1e-06 1.43579936198e-05 -0.000159920728307
0.89 0.787878787879 0 0 1e-06 1.43580104071e-05 -2.28887755885e-06
1.0 0.787878787879 0 0 1e-06 1.43580106473e-05 -3.27439988303e-08
0.01 0.808080808081 0 0 1e-06 6.33145659501e-07 -15.2956366577
0.12 0.808080808081 0 0 1e-06 6.66393300212e-06 -11.5619488861
0.23 0.808080808081 0 0 1e-06 1.10216424252e-05 -7.98732975846
0.34 0.808080808081 0 0 1e-06 1.3793214498e-05 -4.69853604145
0.45 0.808080808081 0 0 1e-06 1.51587314978e-05 -2.0062820421
0.56 0.808080808081 0 0 1e-06 1.55579774484e-05 -0.471594237405
0.67 0.808080808081 0 0 1e-06 1.5619934345e-05 -0.0228251128918
0.78 0.808080808081 0 0 1e-06 1.56223613853e-05 -0.00034866049135
0.89 0.808080808081 0 0 1e-06 1.56223979889e-05 -4.99308481895e-06
1.0 0.808080808081 0 0 1e-06 1.5622398513e-05 -7.14301810254e-08
0.01 0.828282828283 0 0 1e-06 6.62040933165e-07 -15.9933767797
0.12 0.828282828283 0 0 1e-06 7.00630300021e-06 -12.2380440483
0.23 0.828282828283 0 0 1e-06 1.16662326951e-05 -8.62759880735
0.34 0.828282828283 0 0 1e-06 1.47197164047e-05 -5.27101724
0.45 0.828282828283 0 0 1e-06 1.63214813804e-05 -2.43074065308
0.56 0.828282828283 0 0 1e-06 1.68476403553e-05 -0.657219860281
0.67 0.828282828283 0 0 1e-06 1.69400029108e-05 -0.0465607269976
0.78 0.828282828283 0 0 1e-06 1.69450198632e-05 -0.000759638722189
0.89 0.828282828283 0 0 1e-06 1.69450996315e-05 -1.08920848849e-05
1.0 0.828282828283 0 0 1e-06 1.69451007748e-05 -1.55823080369e-07
0.01 0.848484848485 0 0 1e-06 6.91047510706e-07 -16.6941776276
0.12 0.848484848485 0 0 1e-06 7.35032939669e-06 -12.9188914898
0.23 0.848484848485 0 0 1e-06 1.23150050987e-05 -9.2760700664
0.34 0.848484848485 0 0 1e-06 1.56552687193e-05 -5.85990768501
0.45 0.848484848485 0 0 1e-06 1.75051710293e-05 -2.89194764493
0.56 0.848484848485 0 0 1e-06 1.81831507598e-05 -0.882065888618
0.67 0.848484848485 0 0 1e-06 1.83162438966e-05 -0.0899742226798
0.78 0.848484848485 0 0 1e-06 1.83261702684e-05 -0.00165265070257
0.89 0.848484848485 0 0 1e-06 1.83263438989e-05 -2.37598505906e-05
1.0 0.848484848485 0 0 1e-06 1.83263463928e-05 -3.39923993289e-07
0.01 0.868686868687 0 0 1e-06 7.20157945135e-07 -17.3978265087
0.12 0.868686868687 0 0 1e-06 7.69588861483e-06 -13.6040925782
0.23 0.868686868687 0 0 1e-06 1.29675954138e-05 -9.93188877253
0.34 0.868686868687 0 0 1e-06 1.65988837106e-05 -6.46306558298
0.45 0.868686868687 0 0 1e-06 1.87068604827e-05 -3.38504807843
0.56 0.868686868687 0 0 1e-06 1.95602709544e-05 -1.15118935778
0.67 0.868686868687 0 0 1e-06 1.97475270148e-05 -0.161083325398
0.78 0.868686868687 0 0 1e-06 1.97659664285e-05 -0.00358439147939
0.89 0.868686868687 0 0 1e-06 1.97663434267e-05 -5.18269873866e-05
1.0 0.868686868687 0 0 1e-06 1.97663488668e-05 -7.41535342136e-07
0.01 0.888888888889 0 0 1e-06 7.49365512816e-07 -18.1041316644
0.12 0.888888888889 0 0 1e-06 8.04287050189e-06 -14.2932952914
0.23 0.888888888889 0 0 1e-06 1.36236859909e-05 -10.5943205653
0.34 0.888888888889 0 0 1e-06 1.7549730374e-05 -7.07869886945
0.45 0.888888888889 0 0 1e-06 1.99241281033e-05 -3.90559604637
0.56 0.888888888889 0 0 1e-06 2.09741170917e-05 -1.46749271688
0.67 0.888888888889 0 0 1e-06 2.12326812116e-05 -0.2643047601
0.78 0.888888888889 0 0 1e-06 2.12644815443e-05 -0.00772418900986
0.89 0.888888888889 0 0 1e-06 2.12652958766e-05 -0.000113037829752
1.0 0.888888888889 0 0 1e-06 2.12653077421e-05 -1.61763189994e-06
0.01 0.909090909091 0 0 1e-06 7.78664122215e-07 -18.8129196618
0.12 0.909090909091 0 0 1e-06 8.39117643228e-06 -14.9861874288
0.23 0.909090909091 0 0 1e-06 1.42829980183e-05 -11.2627310486
0.34 0.909090909091 0 0 1e-06 1.85071034689e-05 -7.70530326533
0.45 0.909090909091 0 0 1e-06 2.11549841756e-05 -4.44971195843
0.56 0.909090909091 0 0 1e-06 2.24197942154e-05 -1.8304983303
0.67 0.909090909091 0 0 1e-06 2.27705251008e-05 -0.400361002109
0.78 0.909090909091 0 0 1e-06 2.2821643339e-05 -0.016429653092
0.89 0.909090909091 0 0 1e-06 2.28233840383e-05 -0.000246487712237
1.0 0.909090909091 0 0 1e-06 2.28234099139e-05 -3.52880089989e-06
0.01 0.929292929293 0 0 1e-06 8.08048236704e-07 -19.5240331724
0.12 0.929292929293 0 0 1e-06 8.74071773745e-06 -15.6824909784
0.23 0.929292929293 0 0 1e-06 1.4945285331e-05 -11.9365692534
0.34 0.929292929293 0 0 1e-06 1.94703994154e-05 -8.34161039357
0.45 0.929292929293 0 0 1e-06 2.23977894841e-05 -5.01409492894
0.56 0.929292929293 0 0 1e-06 2.38928255434e-05 -2.23702333653
0.67 0.929292929293 0 0 1e-06 2.43594150018e-05 -0.570082452178
0.78 0.929292929293 0 0 1e-06 2.44371272604e-05 -0.0340830209681
0.89 0.929292929293 0 0 1e-06 2.44407743415e-05 -0.000537227435316
1.0 0.929292929293 0 0 1e-06 2.44408307477e-05 -7.69788753267e-06
0.01 0.949494949495 0 0 1e-06 8.37512808886e-07 -20.2373290716
0.12 0.949494949495 0 0 1e-06 9.09141439681e-06 -16.3819574193
0.23 0.949494949495 0 0 1e-06 1.56103294131e-05 -12.6153542099
0.34 0.949494949495 0 0 1e-06 2.04390974902e-05 -8.98654524135
0.45 0.949494949495 0 0 1e-06 2.36511856387e-05 -5.59597104329
0.56 0.949494949495 0 0 1e-06 2.53893325205e-05 -2.68248958951
0.67 0.949494949495 0 0 1e-06 2.59967239244e-05 -0.776821587186
0.78 0.949494949495 0 0 1e-06 2.61102361156e-05 -0.0676665876049
0.89 0.949494949495 0 0 1e-06 2.61176121602e-05 -0.0011696932268
1.0 0.949494949495 0 0 1e-06 2.61177350164e-05 -1.67922669574e-05
0.01 0.969696969697 0 0 1e-06 8.67053224417e-07 -20.9526768065
0.12 0.969696969697 0 0 1e-06 9.44319393921e-06 -17.0843637854
0.23 0.969696969697 0 0 1e-06 1.62779353318e-05 -13.2986639964
0.34 0.969696969697 0 0 1e-06 2.14127450848e-05 -9.6391916568
0.45 0.969696969697 0 0 1e-06 2.49140383278e-05 -6.19302047829
0.56 0.969696969697 0 0 1e-06 2.69060544123e-05 -3.16197678469
0.67 0.969696969697 0 0 1e-06 2.76786223855e-05 -1.02570017896
0.78 0.969696969697 0 0 1e-06 2.78398885555e-05 -0.125623531315
0.89 0.969696969697 0 0 1e-06 2.78540105106e-05 -0.00254112686038
1.0 0.969696969697 0 0 1e-06 2.78542776215e-05 -3.66296394967e-05
0.01 0.989898989899 0 0 1e-06 8.96665253712e-07 -21.6699569875
0.12 0.989898989899 0 0 1e-06 9.79599051506e-06 -17.7895093503
0.23 0.989898989899 0 0 1e-06 1.69479284008e-05 -13.9861267658
0.34 0.989898989899 0 0 1e-06 2.2390946071e-05 -10.2987644896
0.45 0.989898989899 0 0 1e-06 2.61853922839e-05 -6.8033037815
0.56 0.989898989899 0 0 1e-06 2.84402905979e-05 -3.6708247897
0.67 0.989898989899 0 0 1e-06 2.94003738104e-05 -1.32086568556
0.78 0.989898989899 0 0 1e-06 2.96248408124e-05 -0.214313854775
0.89 0.989898989899 0 0 1e-06 2.96500254267e-05 -0.00549489390221
1.0 0.989898989899 0 0 1e-06 2.96506039974e-05 -7.9895904431e-05
0.01 1.0101010101 0 0 1e-06 9.26345010241e-07 -22.3890601701
0.12 1.0101010101 0 0 1e-06 1.01497441082e-05 -18.4972128218
0.23 1.0101010101 0 0 1e-06 1.76201514229e-05 -14.6774133558
0.34 1.0101010101 0 0 1e-06 2.33733515479e-05 -10.9645871134
0.45 1.0101010101 0 0 1e-06 2.74644359924e-05 -7.42519561022
0.56 1.0101010101 0 0 1e-06 2.99898161034e-05 -4.20489425583
0.67 1.0101010101 0 0 1e-06 3.11569652668e-05 -1.66335037586
0.78 1.0101010101 0 0 1e-06 3.14638943193e-05 -0.335755413293
0.89 1.0101010101 0 0 1e-06 3.15056063583e-05 -0.0117688695541
1.0 1.0101010101 0 0 1e-06 3.15068499631e-05 -0.000174240093624
0.01 1.0303030303 0 0 1e-06 9.56088914348e-07 -23.1098857951
0.12 1.0303030303 0 0 1e-06 1.05043998628e-05 -19.2073099574
0.23 1.0303030303 0 0 1e-06 1.82944623935e-05 -15.3722311714
0.34 1.0303030303 0 0 1e-06 2.43596524226e-05 -11.6360732608
0.45 1.0303030303 0 0 1e-06 2.87504741583e-05 -8.05732839265
0.56 1.0303030303 0 0 1e-06 3.15527960324e-05 -4.76063068967
0.67 1.0303030303 0 0 1e-06 3.29436493377e-05 -2.05102106565
0.78 1.0303030303 0 0 1e-06 3.33556339228e-05 -0.490247978229
0.89 1.0303030303 0 0 1e-06 3.34205075397e-05 -0.0247349234753
1.0 1.0303030303 0 0 1e-06 3.34231404838e-05 -0.000379860101707
0.01 1.05050505051 0 0 1e-06 9.85893661738e-07 -23.8323412655
0.12 1.05050505051 0 0 1e-06 1.0859907505e-05 -19.9196515282
0.23 1.05050505051 0 0 1e-06 1.89707325747e-05 -16.0703190961
0.34 1.05050505051 0 0 1e-06 2.53495734115e-05 -12.3127122993
0.45 1.05050505051 0 0 1e-06 3.00429062081e-05 -8.69854577475
0.56 1.05050505051 0 0 1e-06 3.31277097763e-05 -5.33503407839
0.67 1.05050505051 0 0 1e-06 3.47562265604e-05 -2.47976451436
0.78 1.05050505051 0 0 1e-06 3.52978765254e-05 -0.679936319855
0.89 1.05050505051 0 0 1e-06 3.53941645919e-05 -0.0502145644915
1.0 1.05050505051 0 0 1e-06 3.53995861812e-05 -0.000827522454202
0.01 1.07070707071 0 0 1e-06 1.01575619593e-06 -24.5563411385
0.12 1.07070707071 0 0 1e-06 1.12162208446e-05 -20.6341015731
0.23 1.07070707071 0 0 1e-06 1.96488448701e-05 -16.7714432353
0.34 1.07070707071 0 0 1e-06 2.63428681492e-05 -12.9940572463
0.45 1.07070707071 0 0 1e-06 3.1341209435e-05 -9.34786471581
0.56 1.07070707071 0 0 1e-06 3.47132881346e-05 -5.9255918706
0.67 1.07070707071 0 0 1e-06 3.65911239326e-05 -2.94471245778
0.78 1.07070707071 0 0 1e-06 3.72872827118e-05 -0.909422535438
0.89 1.07070707071 0 0 1e-06 3.74256127715e-05 -0.0963190447592
1.0 1.07070707071 0 0 1e-06 3.74362751211e-05 -0.00179990923147
0.01 1.09090909091 0 0 1e-06 1.04567368406e-06 -25.281806416
0.12 1.09090909091 0 0 1e-06 1.15732973424e-05 -21.350535896
0.23 1.09090909091 0 0 1e-06 2.03286924447e-05 -17.4753933405
0.34 1.09090909091 0 0 1e-06 2.73393151679e-05 -13.6797149701
0.45 1.09090909091 0 0 1e-06 3.26449257031e-05 -10.0044448386
0.56 1.09090909091 0 0 1e-06 3.63084629111e-05 -6.53020407705
0.67 1.09090909091 0 0 1e-06 3.84453630981e-05 -3.44104012641
0.78 1.09090909091 0 0 1e-06 3.93194131998e-05 -1.18365297175
0.89 1.09090909091 0 0 1e-06 3.95136036346e-05 -0.170831990961
1.0 1.09090909091 0 0 1e-06 3.95332548583e-05 -0.00390182064194
0.01 1.11111111111 0 0 1e-06 1.07564349562e-06 -26.0086639205
0.12 1.11111111111 0 0 1e-06 1.19310977348e-05 -22.0688407664
0.23 1.11111111111 0 0 1e-06 2.10101775467e-05 -18.1819797889
0.34 1.11111111111 0 0 1e-06 2.83387145669e-05 -14.3693381385
0.45 1.11111111111 0 0 1e-06 3.39536508804e-05 -10.667563701
0.56 1.11111111111 0 0 1e-06 3.79123272099e-05 -7.14711313922
0.67 1.11111111111 0 0 1e-06 4.03164830689e-05 -3.96435976235
0.78 1.11111111111 0 0 1e-06 4.13892626749e-05 -1.5051763958
0.89 1.11111111111 0 0 1e-06 4.16568820753e-05 -0.277664096728
1.0 1.11111111111 0 0 1e-06 4.16904953825e-05 -0.00839954875138
0.01 1.13131313131 0 0 1e-06 1.10566318359e-06 -26.7368457434
0.12 1.13131313131 0 0 1e-06 1.22895857044e-05 -22.7889117928
0.23 1.13131313131 0 0 1e-06 2.16932104953e-05 -18.8910310215
0.34 1.13131313131 0 0 1e-06 2.93408852338e-05 -15.0626185687
0.45 1.13131313131 0 0 1e-06 3.52670263712e-05 -11.3365968308
0.56 1.13131313131 0 0 1e-06 3.95241043907e-05 -7.77484308805
0.67 1.13131313131 0 0 1e-06 4.22024528337e-05 -4.51085651373
0.78 1.13131313131 0 0 1e-06 4.34918825228e-05 -1.87316138227
0.89 1.13131313131 0 0 1e-06 4.38541601385e-05 -0.417345722155
1.0 1.13131313131 0 0 1e-06 4.39078189803e-05 -0.0178296432433
0.01 1.15151515152 0 0 1e-06 1.13573046783e-06 -27.4662887574
0.12 1.15151515152 0 0 1e-06 1.26487275923e-05 -23.5106529412
0.23 1.15151515152 0 0 1e-06 2.23777088078e-05 -19.60239136
0.34 1.15151515152 0 0 1e-06 3.03456625084e-05 -15.7592817073
0.45 1.15151515152 0 0 1e-06 3.65847322748e-05 -12.0110015665
0.56 1.15151515152 0 0 1e-06 4.11431238225e-05 -8.4121487412
0.67 1.15151515152 0 0 1e-06 4.41015902387e-05 -5.07729063926
0.78 1.15151515152 0 0 1e-06 4.56227797165e-05 -2.28420755842
0.89 1.15151515152 0 0 1e-06 4.61036313478e-05 -0.590926098449
1.0 1.15151515152 0 0 1e-06 4.618478848e-05 -0.0368476669413
0.01 1.17171717172 0 0 1e-06 1.16584322022e-06 -28.1969341821
0.12 1.17171717172 0 0 1e-06 1.30084921442e-05 -24.2339756784
0.23 1.17171717172 0 0 1e-06 2.30635964432e-05 -20.3159191382
0.34 1.17171717172 0 0 1e-06 3.1352896207e-05 -16.459082025
0.45 1.17171717172 0 0 1e-06 3.79064818099e-05 -12.69030393
0.56 1.17171717172 0 0 1e-06 4.27688018887e-05 -9.0579741175
0.67 1.17171717172 0 0 1e-06 4.60124930492e-05 -5.66094187296
0.78 1.17171717172 0 0 1e-06 4.77780736498e-05 -2.73365589671
0.89 1.17171717172 0 0 1e-06 4.84024679936e-05 -0.802041033148
1.0 1.17171717172 0 0 1e-06 4.85205902329e-05 -0.0727004488881
0.01 1.19191919192 0 0 1e-06 1.19599945146e-06 -28.9287271987
0.12 1.19191919192 0 0 1e-06 1.33688502864e-05 -24.9587982201
0.23 1.19191919192 0 0 1e-06 2.3750803143e-05 -21.0314850964
0.34 1.19191919192 0 0 1e-06 3.23624489408e-05 -17.1617991542
0.45 1.19191919192 0 0 1e-06 3.92320167338e-05 -13.3740879153
0.56 1.19191919192 0 0 1e-06 4.44006270262e-05 -9.71141873135
0.67 1.19191919192 0 0 1e-06 4.79339829701e-05 -6.25953574802
0.78 1.19191919192 0 0 1e-06 4.99545031442e-05 -3.2165927551
0.89 1.19191919192 0 0 1e-06 5.07466510709e-05 -1.05585351804
1.0 1.19191919192 0 0 1e-06 5.09140445678e-05 -0.13380255909
0.01 1.21212121212 0 0 1e-06 1.22619729929e-06 -29.6616166056
0.12 1.21212121212 0 0 1e-06 1.37297749276e-05 -25.6850448708
0.23 1.21212121212 0 0 1e-06 2.44392638561e-05 -21.7489709954
0.34 1.21212121212 0 0 1e-06 3.33741946768e-05 -17.8672346353
0.45 1.21212121212 0 0 1e-06 4.05611035485e-05 -14.061986707
0.56 1.21212121212 0 0 1e-06 4.60381478557e-05 -10.3717103838
0.67 1.21212121212 0 0 1e-06 4.9865061256e-05 -6.87117043558
0.78 1.21212121212 0 0 1e-06 5.21493633441e-05 -3.72840721842
0.89 1.21212121212 0 0 1e-06 5.31313202548e-05 -1.35623756475
1.0 1.21212121212 0 0 1e-06 5.33638473646e-05 -0.226065583536
0.01 1.23232323232 0 0 1e-06 1.25643501788e-06 -30.3955545098
0.12 1.23232323232 0 0 1e-06 1.40912407822e-05 -26.4126454413
0.23 1.23232323232 0 0 1e-06 2.51289182328e-05 -22.4682684174
0.34 1.23232323232 0 0 1e-06 3.43880174993e-05 -18.5752091613
0.45 1.23232323232 0 0 1e-06 4.18935303344e-05 -14.7536754439
0.56 1.23232323232 0 0 1e-06 4.76809636911e-05 -11.0381832081
0.67 1.23232323232 0 0 1e-06 5.18048739028e-05 -7.49425152157
0.78 1.23232323232 0 0 1e-06 5.43604197526e-05 -4.26502353651
0.89 1.23232323232 0 0 1e-06 5.55514132589e-05 -1.7038448457
1.0 1.23232323232 0 0 1e-06 5.58687422081e-05 -0.351116674688
0.01 1.25252525253 0 0 1e-06 1.28671096837e-06 -31.130496051
0.12 1.25252525253 0 0 1e-06 1.44532242138e-05 -27.141534733
0.23 1.25252525253 0 0 1e-06 2.58197101803e-05 -23.1892777219
0.34 1.25252525253 0 0 1e-06 3.5403810538e-05 -19.2855602352
0.45 1.25252525253 0 0 1e-06 4.32291040897e-05 -15.4488652265
0.56 1.25252525253 0 0 1e-06 4.9328716885e-05 -11.7102599225
0.67 1.25252525253 0 0 1e-06 5.37526844477e-05 -8.12743677881
0.78 1.25252525253 0 0 1e-06 5.65858229846e-05 -4.82295072175
0.89 1.25252525253 0 0 1e-06 5.80021811142e-05 -2.09625775535
1.0 1.25252525253 0 0 1e-06 5.84272039634e-05 -0.509324752371
0.01 1.27272727273 0 0 1e-06 1.31702361031e-06 -31.8663991532
0.12 1.27272727273 0 0 1e-06 1.48157030945e-05 -27.8716520815
0.23 1.27272727273 0 0 1e-06 2.65115874697e-05 -23.9119071366
0.34 1.27272727273 0 0 1e-06 3.64214750385e-05 -19.9981401684
0.45 1.27272727273 0 0 1e-06 4.45676484786e-05 -16.1472981272
0.56 1.27272727273 0 0 1e-06 5.09810866035e-05 -12.3874374385
0.67 1.27272727273 0 0 1e-06 5.57078526814e-05 -8.76959062968
0.78 1.27272727273 0 0 1e-06 5.88240339739e-05 -5.39924597489
0.89 1.27272727273 0 0 1e-06 6.04794431994e-05 -2.5292263514
1.0 1.27272727273 0 0 1e-06 6.1036886532e-05 -0.703133881575
0.01 1.29292929293 0 0 1e-06 1.34737149395e-06 -32.6032243012
0.12 1.29292929293 0 0 1e-06 1.51786566791e-05 -28.6029409502
0.23 1.29292929293 0 0 1e-06 2.72045013874e-05 -24.6360719605
0.34 1.29292929293 0 0 1e-06 3.74409195491e-05 -20.7128143633
0.45 1.29292929293 0 0 1e-06 4.59090019141e-05 -16.8487430168
0.56 1.29292929293 0 0 1e-06 5.26377837198e-05 -13.0692751419
0.67 1.29292929293 0 0 1e-06 5.76698179124e-05 -9.41974710866
0.78 1.29292929293 0 0 1e-06 6.10737622038e-05 -5.9914457748
0.89 1.29292929293 0 0 1e-06 6.29796490521e-05 -2.99785649679
1.0 1.29292929293 0 0 1e-06 6.36942708952e-05 -0.937323288626
0.01 1.31313131313 0 0 1e-06 1.37775325327e-06 -33.3409343387
0.12 1.31313131313 0 0 1e-06 1.55420654927e-05 -29.3353485677
0.23 1.31313131313 0 0 1e-06 2.78984064255e-05 -25.3616938651
0.34 1.31313131313 0 0 1e-06 3.84620592104e-05 -21.4294598353
0.45 1.31313131313 0 0 1e-06 4.72530159165e-05 -17.5529920541
0.56 1.31313131313 0 0 1e-06 5.42985465922e-05 -13.7553853051
0.67 1.31313131313 0 0 1e-06 5.96380857213e-05 -10.0770799264
0.78 1.31313131313 0 0 1e-06 6.33339162922e-05 -6.59749108393
0.89 1.31313131313 0 0 1e-06 6.54998387102e-05 -3.49735818993
1.0 1.31313131313 0 0 1e-06 6.63947809171e-05 -1.21669246147
0.01 1.33333333333 0 0 1e-06 1.40816759969e-06 -34.0794942861
0.12 1.33333333333 0 0 1e-06 1.59059112291e-05 -30.0688256046
0.23 1.33333333333 0 0 1e-06 2.85932600053e-05 -26.0887002782
0.34 1.33333333333 0 0 1e-06 3.94848151288e-05 -22.1479639335
0.45 1.33333333333 0 0 1e-06 4.85995536994e-05 -18.2598577215
0.56 1.33333333333 0 0 1e-06 5.59631375449e-05 -14.4454252052
0.67 1.33333333333 0 0 1e-06 6.16122173973e-05 -10.7408783183
0.78 1.33333333333 0 0 1e-06 6.56035650837e-05 -7.21565811305
0.89 1.33333333333 0 0 1e-06 6.80375627682e-05 -4.02340334164
1.0 1.33333333333 0 0 1e-06 6.9133349689e-05 -1.5434248655
0.01 1.35353535354 0 0 1e-06 1.43861331631e-06 -34.818871175
0.12 1.35353535354 0 0 1e-06 1.62701766587e-05 -30.8033258834
0.23 1.35353535354 0 0 1e-06 2.92890222309e-05 -26.81702384
0.34 1.35353535354 0 0 1e-06 4.05091138246e-05 -22.8682232314
0.45 1.35353535354 0 0 1e-06 4.9948488946e-05 -18.9691703075
0.56 1.35353535354 0 0 1e-06 5.76313399141e-05 -15.1390906105
0.67 1.35353535354 0 0 1e-06 6.35918214423e-05 -11.4105275414
0.78 1.35353535354 0 0 1e-06 6.78819072107e-05 -7.84449858936
0.89 1.35353535354 0 0 1e-06 7.05907948963e-05 -4.57224179184
1.0 1.35353535354 0 0 1e-06 7.190502671e-05 -1.91634667264
0.01 1.37373737374 0 0 1e-06 1.4690892527e-06 -35.5590338985
0.12 1.37373737374 0 0 1e-06 1.66348455465e-05 -31.5388061179
0.23 1.37373737374 0 0 1e-06 2.99856556673e-05 -27.5466019215
0.34 1.37373737374 0 0 1e-06 4.15348867433e-05 -23.59014256
0.45 1.37373737374 0 0 1e-06 5.12997047453e-05 -19.6807757613
0.56 1.37373737374 0 0 1e-06 5.93029555507e-05 -15.8361103712
0.67 1.37373737374 0 0 1e-06 6.55765466795e-05 -12.0854930835
0.78 1.37373737374 0 0 1e-06 7.0168247289e-05 -8.48279002344
0.89 1.37373737374 0 0 1e-06 7.31578516945e-05 -5.1406942328
1.0 1.37373737374 0 0 1e-06 7.4705347026e-05 -2.33185663646
0.01 1.39393939394 0 0 1e-06 1.4995943202e-06 -36.2999530743
0.12 1.39393939394 0 0 1e-06 1.69999025767e-05 -32.2752256798
0.23 1.39393939394 0 0 1e-06 3.06831251421e-05 -28.2773761964
0.34 1.39393939394 0 0 1e-06 4.25620698205e-05 -24.3136341634
0.45 1.39393939394 0 0 1e-06 5.26530926627e-05 -20.3945338559
0.56 1.39393939394 0 0 1e-06 6.09778026959e-05 -16.5362419025
0.67 1.39393939394 0 0 1e-06 6.75660766151e-05 -12.765307829
0.78 1.39393939394 0 0 1e-06 7.2461977237e-05 -9.12949505932
0.89 1.39393939394 0 0 1e-06 7.5737325016e-05 -5.72609313854
1.0 1.39393939394 0 0 1e-06 7.75304665924e-05 -2.78522707066
0.01 1.41414141414 0 0 1e-06 1.53012748755e-06 -37.0416009214
0.12 1.41414141414 0 0 1e-06 1.73653332845e-05 -33.0125463864
0.23 1.41414141414 0 0 1e-06 3.13813975663e-05 -29.0092922599
0.34 1.41414141414 0 0 1e-06 4.35906030958e-05 -25.0386169579
0.45 1.41414141414 0 0 1e-06 5.40085519253e-05 -21.1103166078
0.56 1.41414141414 0 0 1e-06 6.26557141623e-05 -17.2392673961
0.67 1.41414141414 0 0 1e-06 6.9560124787e-05 -13.4495615818
0.78 1.41414141414 0 0 1e-06 7.47625615298e-05 -9.78372854971
0.89 1.41414141414 0 0 1e-06 7.83280271832e-05 -6.32620850673
1.0 1.41414141414 0 0 1e-06 8.03771581142e-05 -3.27155758839
